"Date","Time","Temp","Degreedays","Tank"
2021-01-02,"23",7.7,1.78541666666667,"2"
2021-01-03,"00",7.7,1.825,"2"
2021-01-03,"01",7.7,1.86458333333333,"2"
2021-01-03,"02",7.675,1.90416666666667,"2"
2021-01-03,"03",7.6,1.94270833333333,"2"
2021-01-03,"04",7.6,1.978125,"2"
2021-01-03,"05",7.61666666666667,2.01354166666667,"2"
2021-01-03,"06",7.6,2.04965277777778,"2"
2021-01-03,"07",7.60833333333333,2.08506944444444,"2"
2021-01-03,"08",7.68333333333333,2.12083333333333,"2"
2021-01-03,"09",7.7,2.15972222222222,"2"
2021-01-03,"10",7.55833333333333,2.19930555555555,"2"
2021-01-03,"11",7.6,2.23298611111111,"2"
2021-01-03,"12",7.68333333333333,2.26840277777778,"2"
2021-01-03,"13",7.7,2.30729166666667,"2"
2021-01-03,"14",7.7,2.346875,"2"
2021-01-03,"15",7.7,2.38645833333333,"2"
2021-01-03,"16",7.7,2.42604166666667,"2"
2021-01-03,"17",7.7,2.465625,"2"
2021-01-03,"18",7.7,2.50520833333333,"2"
2021-01-03,"19",7.7,2.54479166666667,"2"
2021-01-03,"20",7.74166666666667,2.584375,"2"
2021-01-03,"21",7.725,2.62569444444444,"2"
2021-01-03,"22",7.7,2.66631944444444,"2"
2021-01-03,"23",7.7,2.70590277777778,"2"
2021-01-04,"00",7.69166666666667,2.74548611111111,"2"
2021-01-04,"01",7.6,2.78472222222222,"2"
2021-01-04,"02",7.61666666666667,2.82013888888889,"2"
2021-01-04,"03",7.60833333333333,2.85625,"2"
2021-01-04,"04",7.6,2.89201388888889,"2"
2021-01-04,"05",7.6,2.92743055555555,"2"
2021-01-04,"06",7.6,2.96284722222222,"2"
2021-01-04,"07",7.60833333333333,2.99826388888889,"2"
2021-01-04,"08",7.61666666666667,3.03402777777778,"2"
2021-01-04,"09",7.6,3.07013888888889,"2"
2021-01-04,"10",7.6,3.10555555555555,"2"
2021-01-04,"11",7.6,3.14097222222222,"2"
2021-01-04,"12",7.6,3.17638888888889,"2"
2021-01-04,"13",7.66666666666667,3.21180555555555,"2"
2021-01-04,"14",7.61666666666667,3.25,"2"
2021-01-04,"15",7.6,3.28611111111111,"2"
2021-01-04,"16",7.675,3.32152777777778,"2"
2021-01-04,"17",7.7,3.36006944444444,"2"
2021-01-04,"18",7.78333333333333,3.39965277777778,"2"
2021-01-04,"19",7.8,3.44270833333333,"2"
2021-01-04,"20",7.8,3.48645833333333,"2"
2021-01-04,"21",7.75833333333333,3.53020833333333,"2"
2021-01-04,"22",7.68333333333333,3.57222222222222,"2"
2021-01-04,"23",7.6,3.61111111111111,"2"
2021-01-05,"00",7.6,3.64652777777778,"2"
2021-01-05,"01",7.6,3.68194444444444,"2"
2021-01-05,"02",7.50833333333333,3.71736111111111,"2"
2021-01-05,"03",7.5,3.74895833333333,"2"
2021-01-05,"04",7.5,3.78020833333333,"2"
2021-01-05,"05",7.5,3.81145833333333,"2"
2021-01-05,"06",7.56666666666667,3.84270833333333,"2"
2021-01-05,"07",7.66666666666667,3.87673611111111,"2"
2021-01-05,"08",7.7,3.91493055555555,"2"
2021-01-05,"09",7.7,3.95451388888889,"2"
2021-01-05,"10",7.7,3.99409722222222,"2"
2021-01-05,"11",7.7,4.03368055555555,"2"
2021-01-05,"12",7.75,4.07326388888889,"2"
2021-01-05,"13",7.8,4.11493055555555,"2"
2021-01-05,"14",7.825,4.15868055555555,"2"
2021-01-05,"15",7.85,4.20347222222222,"2"
2021-01-05,"16",7.73333333333333,4.24930555555556,"2"
2021-01-05,"17",7.7,4.29027777777778,"2"
2021-01-05,"18",7.7,4.32986111111111,"2"
2021-01-05,"19",7.7,4.36944444444444,"2"
2021-01-05,"20",7.78333333333333,4.40902777777778,"2"
2021-01-05,"21",7.8,4.45208333333333,"2"
2021-01-05,"22",7.8,4.49583333333333,"2"
2021-01-05,"23",7.8,4.53958333333333,"2"
2021-01-06,"00",7.8,4.58333333333333,"2"
2021-01-06,"01",7.75,4.62708333333333,"2"
2021-01-06,"02",7.7,4.66875,"2"
2021-01-06,"03",7.7,4.70833333333333,"2"
2021-01-06,"04",7.625,4.74791666666667,"2"
2021-01-06,"05",7.6,4.784375,"2"
2021-01-06,"06",7.6,4.81979166666667,"2"
2021-01-06,"07",7.6,4.85520833333333,"2"
2021-01-06,"08",7.6,4.890625,"2"
2021-01-06,"09",7.68333333333333,4.92604166666667,"2"
2021-01-06,"10",7.7,4.96493055555556,"2"
2021-01-06,"11",7.7,5.00451388888889,"2"
2021-01-06,"12",7.79166666666667,5.04409722222222,"2"
2021-01-06,"13",7.74166666666667,5.0875,"2"
2021-01-06,"14",7.66666666666667,5.12881944444445,"2"
2021-01-06,"15",7.6,5.16701388888889,"2"
2021-01-06,"16",7.53333333333333,5.20243055555556,"2"
2021-01-06,"17",7.5,5.23506944444445,"2"
2021-01-06,"18",7.525,5.26631944444445,"2"
2021-01-06,"19",7.55833333333333,5.29861111111111,"2"
2021-01-06,"20",7.5,5.33229166666667,"2"
2021-01-06,"21",7.5,5.36354166666667,"2"
2021-01-06,"22",7.5,5.39479166666667,"2"
2021-01-06,"23",7.6,5.42604166666667,"2"
2021-01-07,"00",7.575,5.46145833333333,"2"
2021-01-07,"01",7.50833333333333,5.49583333333333,"2"
2021-01-07,"02",7.5,5.52743055555556,"2"
2021-01-07,"03",7.39166666666667,5.55868055555556,"2"
2021-01-07,"04",7.25,5.58541666666667,"2"
2021-01-07,"05",7.2,5.60625,"2"
2021-01-07,"06",7.275,5.625,"2"
2021-01-07,"07",7.39166666666667,5.646875,"2"
2021-01-07,"08",7.48333333333333,5.67361111111111,"2"
2021-01-07,"09",7.6,5.70416666666667,"2"
2021-01-07,"10",7.60833333333333,5.73958333333333,"2"
2021-01-07,"11",7.7,5.77534722222222,"2"
2021-01-07,"12",7.7,5.81493055555556,"2"
2021-01-07,"13",7.7,5.85451388888889,"2"
2021-01-07,"14",7.79166666666667,5.89409722222222,"2"
2021-01-07,"15",7.8,5.9375,"2"
2021-01-07,"16",7.8,5.98125,"2"
2021-01-07,"17",7.74166666666667,6.025,"2"
2021-01-07,"18",7.8,6.06631944444445,"2"
2021-01-07,"19",7.78333333333333,6.11006944444445,"2"
2021-01-07,"20",7.725,6.153125,"2"
2021-01-07,"21",7.8,6.19375,"2"
2021-01-07,"22",7.8,6.2375,"2"
2021-01-07,"23",7.89166666666667,6.28125,"2"
2021-01-08,"00",7.9,6.32881944444445,"2"
2021-01-08,"01",7.9,6.37673611111111,"2"
2021-01-08,"02",7.975,6.42465277777778,"2"
2021-01-08,"03",8,6.47569444444445,"2"
2021-01-08,"04",8,6.52777777777778,"2"
2021-01-08,"05",8,6.57986111111111,"2"
2021-01-08,"06",7.90833333333333,6.63194444444445,"2"
2021-01-08,"07",7.83333333333333,6.68020833333333,"2"
2021-01-08,"08",7.8,6.72534722222222,"2"
2021-01-08,"09",7.8,6.76909722222222,"2"
2021-01-08,"10",7.8,6.81284722222222,"2"
2021-01-08,"11",7.8,6.85659722222222,"2"
2021-01-08,"12",7.8,6.90034722222222,"2"
2021-01-08,"13",7.73333333333333,6.94409722222222,"2"
2021-01-08,"14",7.84166666666667,6.98506944444445,"2"
2021-01-08,"15",7.95833333333333,7.03055555555556,"2"
2021-01-08,"16",8,7.08090277777778,"2"
2021-01-08,"17",8,7.13298611111111,"2"
2021-01-08,"18",8,7.18506944444445,"2"
2021-01-08,"19",8,7.23715277777778,"2"
2021-01-08,"20",8,7.28923611111111,"2"
2021-01-08,"21",8,7.34131944444445,"2"
2021-01-08,"22",8,7.39340277777778,"2"
2021-01-08,"23",8,7.44548611111111,"2"
2021-01-09,"00",8.05833333333333,7.49756944444444,"2"
2021-01-09,"01",8.13333333333333,7.55208333333333,"2"
2021-01-09,"02",8.225,7.60972222222222,"2"
2021-01-09,"03",8.3,7.67118055555556,"2"
2021-01-09,"04",8.35833333333333,7.73576388888889,"2"
2021-01-09,"05",8.4,7.80277777777778,"2"
2021-01-09,"06",8.4,7.87152777777778,"2"
2021-01-09,"07",8.41666666666667,7.94027777777778,"2"
2021-01-09,"08",8.50833333333333,8.00972222222222,"2"
2021-01-09,"09",8.6,8.08298611111111,"2"
2021-01-09,"10",8.6,8.16006944444444,"2"
2021-01-09,"11",8.6,8.23715277777777,"2"
2021-01-09,"12",8.55,8.31423611111111,"2"
2021-01-09,"13",8.5,8.38923611111111,"2"
2021-01-09,"14",8.5,8.46215277777777,"2"
2021-01-09,"15",8.5,8.53506944444444,"2"
2021-01-09,"16",8.55,8.6079861111111,"2"
2021-01-09,"17",8.6,8.6829861111111,"2"
2021-01-09,"18",8.55,8.76006944444444,"2"
2021-01-09,"19",8.5,8.83506944444444,"2"
2021-01-09,"20",8.5,8.9079861111111,"2"
2021-01-09,"21",8.425,8.98090277777777,"2"
2021-01-09,"22",8.4,9.05069444444444,"2"
2021-01-09,"23",8.38333333333333,9.11944444444443,"2"
2021-01-10,"00",8.3,9.18749999999999,"2"
2021-01-10,"01",8.3,9.25208333333332,"2"
2021-01-10,"02",8.3,9.31666666666666,"2"
2021-01-10,"03",8.28333333333333,9.38124999999999,"2"
2021-01-10,"04",8.2,9.44513888888888,"2"
2021-01-10,"05",8.2,9.50555555555554,"2"
2021-01-10,"06",8.1,9.56597222222221,"2"
2021-01-10,"07",8.09166666666667,9.62222222222221,"2"
2021-01-10,"08",8,9.67812499999999,"2"
2021-01-10,"09",7.98333333333333,9.73020833333332,"2"
2021-01-10,"10",7.925,9.78159722222221,"2"
2021-01-10,"11",7.9,9.83055555555555,"2"
2021-01-10,"12",7.84166666666667,9.87847222222221,"2"
2021-01-10,"13",7.78333333333333,9.92395833333332,"2"
2021-01-10,"14",7.7,9.96701388888888,"2"
2021-01-10,"15",7.65833333333333,10.0065972222222,"2"
2021-01-10,"16",7.6,10.0444444444444,"2"
2021-01-10,"17",7.50833333333333,10.0798611111111,"2"
2021-01-10,"18",7.475,10.1114583333333,"2"
2021-01-10,"19",7.35833333333333,10.1416666666667,"2"
2021-01-10,"20",7.26666666666667,10.1670138888889,"2"
2021-01-10,"21",7.15,10.1885416666667,"2"
2021-01-10,"22",7.08333333333333,10.2052083333333,"2"
2021-01-10,"23",6.99166666666667,10.2190972222222,"2"
2021-01-11,"00",6.9,10.2291666666667,"2"
2021-01-11,"01",6.83333333333333,10.2354166666667,"2"
2021-01-11,"02",6.76666666666667,10.2388888888889,"2"
2021-01-11,"03",6.70833333333333,10.2395833333333,"2"
2021-01-11,"04",6.86666666666667,10.2378472222222,"2"
2021-01-11,"05",6.8,10.2427083333333,"2"
2021-01-11,"06",6.75,10.2447916666667,"2"
2021-01-11,"07",6.7,10.2447916666667,"2"
2021-01-11,"08",6.61666666666667,10.2427083333333,"2"
2021-01-11,"09",6.6,10.2371527777778,"2"
2021-01-11,"10",6.575,10.2309027777778,"2"
2021-01-11,"11",6.5,10.2236111111111,"2"
2021-01-11,"12",6.5,10.2131944444444,"2"
2021-01-11,"13",6.5,10.2027777777778,"2"
2021-01-11,"14",6.5,10.1923611111111,"2"
2021-01-11,"15",6.5,10.1819444444444,"2"
2021-01-11,"16",6.45,10.1715277777778,"2"
2021-01-11,"17",6.4,10.1590277777778,"2"
2021-01-11,"18",6.4,10.1444444444444,"2"
2021-01-11,"19",6.4,10.1298611111111,"2"
2021-01-11,"20",6.4,10.1152777777778,"2"
2021-01-11,"21",6.4,10.1006944444444,"2"
2021-01-11,"22",6.4,10.0861111111111,"2"
2021-01-11,"23",6.4,10.0715277777778,"2"
2021-01-12,"00",6.31666666666667,10.0569444444444,"2"
2021-01-12,"01",6.3,10.0388888888889,"2"
2021-01-12,"02",6.3,10.0201388888889,"2"
2021-01-12,"03",6.23333333333333,10.0013888888889,"2"
2021-01-12,"04",6.2,9.97986111111111,"2"
2021-01-12,"05",6.125,9.95694444444444,"2"
2021-01-12,"06",6.1,9.93090277777778,"2"
2021-01-12,"07",6.08333333333333,9.90381944444444,"2"
2021-01-12,"08",6,9.87604166666666,"2"
2021-01-12,"09",6,9.84479166666666,"2"
2021-01-12,"10",5.91666666666667,9.81354166666666,"2"
2021-01-12,"11",6,9.77881944444444,"2"
2021-01-12,"12",6,9.74756944444444,"2"
2021-01-12,"13",6,9.71631944444444,"2"
2021-01-12,"14",6,9.68506944444444,"2"
2021-01-12,"15",6,9.65381944444444,"2"
2021-01-12,"16",6.08333333333333,9.62256944444444,"2"
2021-01-12,"17",6.1,9.59479166666666,"2"
2021-01-12,"18",6.025,9.56770833333333,"2"
2021-01-12,"19",6,9.5375,"2"
2021-01-12,"20",5.975,9.50625,"2"
2021-01-12,"21",5.975,9.47395833333333,"2"
2021-01-12,"22",6,9.44166666666666,"2"
2021-01-12,"23",6.06666666666667,9.41041666666666,"2"
2021-01-13,"00",6.11666666666667,9.38194444444444,"2"
2021-01-13,"01",6.1,9.35555555555555,"2"
2021-01-13,"02",6.14166666666667,9.32847222222222,"2"
2021-01-13,"03",6.2,9.303125,"2"
2021-01-13,"04",6.225,9.28020833333333,"2"
2021-01-13,"05",6.24166666666667,9.25833333333333,"2"
2021-01-13,"06",6.3,9.23715277777777,"2"
2021-01-13,"07",6.3,9.21840277777777,"2"
2021-01-13,"08",6.275,9.19965277777777,"2"
2021-01-13,"09",6.025,9.17986111111111,"2"
2021-01-13,"10",5.8,9.14965277777777,"2"
2021-01-13,"11",5.55,9.11006944444444,"2"
2021-01-13,"12",5.46666666666667,9.06006944444444,"2"
2021-01-13,"13",5.3,9.00659722222222,"2"
2021-01-13,"14",5.41666666666667,8.94618055555555,"2"
2021-01-13,"15",5.5,8.89062499999999,"2"
2021-01-13,"16",5.60833333333333,8.83854166666666,"2"
2021-01-13,"17",5.6,8.79097222222222,"2"
2021-01-13,"18",5.64166666666667,8.74305555555555,"2"
2021-01-13,"19",5.71666666666667,8.69687499999999,"2"
2021-01-13,"20",5.7,8.65381944444444,"2"
2021-01-13,"21",5.7,8.61006944444444,"2"
2021-01-13,"22",5.7,8.56631944444444,"2"
2021-01-13,"23",5.7,8.52256944444444,"2"
2021-01-14,"00",5.71666666666667,8.47881944444444,"2"
2021-01-14,"01",5.74166666666667,8.43576388888888,"2"
2021-01-14,"02",5.88333333333333,8.39375,"2"
2021-01-14,"03",5.93333333333333,8.35763888888888,"2"
2021-01-14,"04",6.025,8.32361111111111,"2"
2021-01-14,"05",6.175,8.29340277777777,"2"
2021-01-14,"06",6.375,8.26944444444444,"2"
2021-01-14,"07",6.49166666666667,8.25381944444444,"2"
2021-01-14,"08",6.65833333333333,8.24305555555555,"2"
2021-01-14,"09",6.775,8.23923611111111,"2"
2021-01-14,"10",6.89166666666667,8.24027777777778,"2"
2021-01-14,"11",7.09166666666667,8.24618055555555,"2"
2021-01-14,"12",7.25833333333333,8.26041666666666,"2"
2021-01-14,"13",7.44166666666667,8.28159722222222,"2"
2021-01-14,"14",7.56666666666667,8.31041666666667,"2"
2021-01-14,"15",7.9,8.34444444444444,"2"
2021-01-14,"16",8.19166666666667,8.39236111111111,"2"
2021-01-14,"17",8.54166666666667,8.45243055555556,"2"
2021-01-14,"18",8.78333333333333,8.52708333333333,"2"
2021-01-14,"19",8.83333333333333,8.61180555555556,"2"
2021-01-14,"20",8.90833333333333,8.69861111111111,"2"
2021-01-14,"21",9.025,8.78854166666667,"2"
2021-01-14,"22",9.03333333333333,8.88333333333333,"2"
2021-01-14,"23",9.00833333333333,8.97847222222222,"2"
2021-01-15,"00",9,9.07256944444445,"2"
2021-01-15,"01",9.1,9.16631944444445,"2"
2021-01-15,"02",9.2,9.26423611111111,"2"
2021-01-15,"03",9.2,9.36631944444444,"2"
2021-01-15,"04",9.3,9.46840277777778,"2"
2021-01-15,"05",9.325,9.57465277777778,"2"
2021-01-15,"06",9.3,9.68194444444444,"2"
2021-01-15,"07",9.275,9.78819444444444,"2"
2021-01-15,"08",9.3,9.89340277777778,"2"
2021-01-15,"09",9.23333333333333,9.99965277777778,"2"
2021-01-15,"10",9.04166666666667,10.103125,"2"
2021-01-15,"11",9.2,10.1986111111111,"2"
2021-01-15,"12",9.13333333333333,10.3006944444444,"2"
2021-01-15,"13",9.075,10.4,"2"
2021-01-15,"14",9,10.496875,"2"
2021-01-15,"15",8.93333333333333,10.590625,"2"
2021-01-15,"16",8.83333333333333,10.6815972222222,"2"
2021-01-15,"17",8.71666666666667,10.7684027777778,"2"
2021-01-15,"18",8.81666666666667,10.8503472222222,"2"
2021-01-15,"19",8.9,10.9364583333333,"2"
2021-01-15,"20",8.96666666666667,11.0260416666667,"2"
2021-01-15,"21",9,11.1184027777778,"2"
2021-01-15,"22",9.09166666666667,11.2121527777778,"2"
2021-01-15,"23",9.1,11.3097222222222,"2"
2021-01-16,"00",9.05833333333333,11.4076388888889,"2"
2021-01-16,"01",9.05,11.5038194444444,"2"
2021-01-16,"02",9.16666666666667,11.5996527777778,"2"
2021-01-16,"03",9.28333333333333,11.7003472222222,"2"
2021-01-16,"04",9.19166666666667,11.8059027777778,"2"
2021-01-16,"05",9.1,11.9076388888889,"2"
2021-01-16,"06",9.1,12.0055555555556,"2"
2021-01-16,"07",9.175,12.1034722222222,"2"
2021-01-16,"08",9.15,12.2045138888889,"2"
2021-01-16,"09",9.1,12.3045138888889,"2"
2021-01-16,"10",9.18333333333333,12.4024305555556,"2"
2021-01-16,"11",9.2,12.5038194444444,"2"
2021-01-16,"12",9.2,12.6059027777778,"2"
2021-01-16,"13",9.2,12.7079861111111,"2"
2021-01-16,"14",9.275,12.8100694444444,"2"
2021-01-16,"15",9.3,12.9152777777778,"2"
2021-01-16,"16",9.3,13.0215277777778,"2"
2021-01-16,"17",9.2,13.1277777777778,"2"
2021-01-16,"18",9.2,13.2298611111111,"2"
2021-01-16,"19",9.13333333333333,13.3319444444444,"2"
2021-01-16,"20",9.1,13.43125,"2"
2021-01-16,"21",9.1,13.5291666666667,"2"
2021-01-16,"22",9.1,13.6270833333333,"2"
2021-01-16,"23",9.1,13.725,"2"
2021-01-17,"00",9.13333333333333,13.8229166666667,"2"
2021-01-17,"01",9.2,13.9222222222222,"2"
2021-01-17,"02",9.2,14.0243055555556,"2"
2021-01-17,"03",9.16666666666667,14.1263888888889,"2"
2021-01-17,"04",9.025,14.2270833333333,"2"
2021-01-17,"05",8.85833333333333,14.321875,"2"
2021-01-17,"06",8.76666666666667,14.4097222222222,"2"
2021-01-17,"07",8.625,14.49375,"2"
2021-01-17,"08",8.51666666666667,14.571875,"2"
2021-01-17,"09",8.4,14.6454861111111,"2"
2021-01-17,"10",8.30833333333333,14.7142361111111,"2"
2021-01-17,"11",8.25833333333333,14.7791666666667,"2"
2021-01-17,"12",8.14166666666667,14.8420138888889,"2"
2021-01-17,"13",7.93333333333333,14.9,"2"
2021-01-17,"14",7.575,14.9493055555556,"2"
2021-01-17,"15",7.34166666666667,14.9836805555556,"2"
2021-01-17,"16",6.99166666666667,15.0083333333333,"2"
2021-01-17,"17",6.65833333333333,15.0184027777778,"2"
2021-01-17,"18",6.30833333333333,15.0145833333333,"2"
2021-01-17,"19",6.00833333333333,14.9961805555556,"2"
2021-01-17,"20",5.78333333333333,14.9652777777778,"2"
2021-01-17,"21",5.50833333333333,14.925,"2"
2021-01-17,"22",5.34166666666667,14.8732638888889,"2"
2021-01-17,"23",5.21666666666667,14.8145833333333,"2"
2021-01-18,"00",5.1,14.7506944444444,"2"
2021-01-18,"01",5.01666666666667,14.6819444444444,"2"
2021-01-18,"02",5,14.6097222222222,"2"
2021-01-18,"03",5,14.5368055555556,"2"
2021-01-18,"04",4.93333333333333,14.4638888888889,"2"
2021-01-18,"05",4.9,14.3881944444444,"2"
2021-01-18,"06",4.85,14.3111111111111,"2"
2021-01-18,"07",4.73333333333333,14.2319444444444,"2"
2021-01-18,"08",4.64166666666667,14.1479166666667,"2"
2021-01-18,"09",4.59166666666667,14.0600694444444,"2"
2021-01-18,"10",4.525,13.9701388888889,"2"
2021-01-18,"11",4.5,13.8774305555556,"2"
2021-01-18,"12",4.55,13.7836805555556,"2"
2021-01-18,"13",4.6,13.6920138888889,"2"
2021-01-18,"14",4.55833333333333,13.6024305555556,"2"
2021-01-18,"15",4.425,13.5111111111111,"2"
2021-01-18,"16",4.30833333333333,13.4142361111111,"2"
2021-01-18,"17",4.3,13.3125,"2"
2021-01-18,"18",4.3,13.2104166666667,"2"
2021-01-18,"19",4.29166666666667,13.1083333333333,"2"
2021-01-18,"20",4.2,13.0059027777778,"2"
2021-01-18,"21",4.2,12.8996527777778,"2"
2021-01-18,"22",4.10833333333333,12.7934027777778,"2"
2021-01-18,"23",4.1,12.6833333333333,"2"
2021-01-19,"00",4.1,12.5729166666667,"2"
2021-01-19,"01",4.09166666666667,12.4625,"2"
2021-01-19,"02",4,12.3517361111111,"2"
2021-01-19,"03",4,12.2371527777778,"2"
2021-01-19,"04",4,12.1225694444444,"2"
2021-01-19,"05",4,12.0079861111111,"2"
2021-01-19,"06",3.94166666666667,11.8934027777778,"2"
2021-01-19,"07",3.91666666666667,11.7763888888889,"2"
2021-01-19,"08",3.93333333333333,11.6583333333333,"2"
2021-01-19,"09",4.06666666666667,11.5409722222222,"2"
2021-01-19,"10",4.18333333333333,11.4291666666667,"2"
2021-01-19,"11",4.31666666666667,11.3222222222222,"2"
2021-01-19,"12",4.3,11.2208333333333,"2"
2021-01-19,"13",4.24166666666667,11.11875,"2"
2021-01-19,"14",4.2,11.0142361111111,"2"
2021-01-19,"15",4.2,10.9079861111111,"2"
2021-01-19,"16",4.2,10.8017361111111,"2"
2021-01-19,"17",4.2,10.6954861111111,"2"
2021-01-19,"18",4.2,10.5892361111111,"2"
2021-01-19,"19",4.2,10.4829861111111,"2"
2021-01-19,"20",4.2,10.3767361111111,"2"
2021-01-19,"21",4.2,10.2704861111111,"2"
2021-01-19,"22",4.2,10.1642361111111,"2"
2021-01-19,"23",4.2,10.0579861111111,"2"
2021-01-20,"00",4.2,9.95173611111111,"2"
2021-01-20,"01",4.2,9.84548611111111,"2"
2021-01-20,"02",4.2,9.73923611111111,"2"
2021-01-20,"03",4.2,9.63298611111112,"2"
2021-01-20,"04",4.2,9.52673611111112,"2"
2021-01-20,"05",4.2,9.42048611111112,"2"
2021-01-20,"06",4.2,9.31423611111112,"2"
2021-01-20,"07",4.2,9.20798611111112,"2"
2021-01-20,"08",4.2,9.10173611111112,"2"
2021-01-20,"09",4.2,8.99548611111112,"2"
2021-01-20,"10",4.20833333333333,8.88923611111112,"2"
2021-01-20,"11",4.25,8.78333333333334,"2"
2021-01-20,"12",4.2,8.67916666666668,"2"
2021-01-20,"13",4.26666666666667,8.57291666666668,"2"
2021-01-20,"14",4.24166666666667,8.46944444444445,"2"
2021-01-20,"15",4.325,8.36493055555557,"2"
2021-01-20,"16",4.4,8.2638888888889,"2"
2021-01-20,"17",4.45,8.16597222222223,"2"
2021-01-20,"18",4.425,8.0701388888889,"2"
2021-01-20,"19",4.425,7.9732638888889,"2"
2021-01-20,"20",4.4,7.8763888888889,"2"
2021-01-20,"21",4.4,7.77847222222223,"2"
2021-01-20,"22",4.4,7.68055555555557,"2"
2021-01-20,"23",4.4,7.5826388888889,"2"
2021-01-21,"00",4.4,7.48472222222223,"2"
2021-01-21,"01",4.4,7.38680555555557,"2"
2021-01-21,"02",4.4,7.2888888888889,"2"
2021-01-21,"03",4.4,7.19097222222223,"2"
2021-01-21,"04",4.4,7.09305555555557,"2"
2021-01-21,"05",4.4,6.9951388888889,"2"
2021-01-21,"06",4.4,6.89722222222223,"2"
2021-01-21,"07",4.425,6.79930555555557,"2"
2021-01-21,"08",4.44166666666667,6.70243055555557,"2"
2021-01-21,"09",4.43333333333333,6.60625000000001,"2"
2021-01-21,"10",4.50833333333333,6.50972222222224,"2"
2021-01-21,"11",4.6,6.41631944444446,"2"
2021-01-21,"12",4.65,6.32673611111112,"2"
2021-01-21,"13",4.6,6.23923611111112,"2"
2021-01-21,"14",4.6,6.14965277777779,"2"
2021-01-21,"15",4.6,6.06006944444446,"2"
2021-01-21,"16",4.6,5.97048611111112,"2"
2021-01-21,"17",4.6,5.88090277777779,"2"
2021-01-21,"18",4.6,5.79131944444446,"2"
2021-01-21,"19",4.6,5.70173611111112,"2"
2021-01-21,"20",4.6,5.61215277777779,"2"
2021-01-21,"21",4.6,5.52256944444446,"2"
2021-01-21,"22",4.6,5.43298611111112,"2"
2021-01-21,"23",4.6,5.34340277777779,"2"
2021-01-22,"00",4.6,5.25381944444445,"2"
2021-01-22,"01",4.6,5.16423611111112,"2"
2021-01-22,"02",4.6,5.07465277777779,"2"
2021-01-22,"03",4.6,4.98506944444445,"2"
2021-01-22,"04",4.6,4.89548611111112,"2"
2021-01-22,"05",4.6,4.80590277777779,"2"
2021-01-22,"06",4.6,4.71631944444445,"2"
2021-01-22,"07",4.6,4.62673611111112,"2"
2021-01-22,"08",4.6,4.53715277777779,"2"
2021-01-22,"09",4.6,4.44756944444445,"2"
2021-01-22,"10",4.6,4.35798611111112,"2"
2021-01-22,"11",4.64166666666667,4.26840277777779,"2"
2021-01-22,"12",4.625,4.18055555555556,"2"
2021-01-22,"13",4.63333333333333,4.0920138888889,"2"
2021-01-22,"14",4.6,4.00381944444445,"2"
2021-01-22,"15",4.6,3.91423611111112,"2"
